0.0,0.4974281748793942
0.05,0.04282784910784982
0.1,0.01978021182176774
0.15000000000000002,0.012155873041796638
0.2,0.00819041533674015
0.25,0.004481544910257599
0.3,0.004135992788578591
0.35,0.003056991849450815
0.39999999999999997,0.0024308795105680405
0.44999999999999996,0.001907846368306861
0.49999999999999994,0.001553496751934643
0.5499999999999999,0.001331422282576374
0.6,0.0012655722571842294
0.65,0.0010419688486614713
0.7000000000000001,9.284645562585088E-4
0.7500000000000001,7.519708945292081E-4
0.8000000000000002,0.0010176164686296711
0.8500000000000002,7.735046189945176E-4
0.9000000000000002,8.205408086798964E-4
